gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through,depth,is_seed,truncated_by_depth,in_cycle,median_lag_days,max_same_day_payers,fast_transit,synchronized_burst
100000001477796100,terminal,0.72,7,0.4925,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 182,000 KZT от 1 плательщиков и удержал их.",1,0,182000.0,0.0,1,0,0.0003321339211112203,0.0,0.0,1,False,False,False,,1,False,False
100000007536804100,peripheral,0.45,9,0.3838,"Низкая активность в выборке: 1 вход. / 2 исход., 155,000 KZT суммарно, pass_through=0.55 — выраженных признаков роли не выявлено.",1,2,100000.0,55000.0,1,2,0.0002926075491615456,8.061662040616265e-07,0.55,1,False,False,False,2.0,1,True,False
100000008665380100,peripheral,0.45,0,0.3639,"Низкая активность в выборке: 2 вход. / 1 исход., 87,300 KZT суммарно, pass_through=0.26 — выраженных признаков роли не выявлено.",2,1,69100.0,18200.0,2,1,0.0002920753644667848,1.9549530448494444e-05,0.2633863965267728,1,False,False,False,1.0,1,True,False
100000001870116100,terminal,0.72,1,0.3075,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 24,000 KZT от 1 плательщиков и удержал их.",1,0,24000.0,0.0,1,0,0.00029190672187232627,0.0,0.0,1,False,False,False,,1,False,False
100000001074553100,terminal,0.74,9,0.3069,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 28,971 KZT от 2 плательщиков и удержал их.",2,0,28971.0,0.0,2,0,0.00029079508036821983,0.0,0.0,1,False,False,False,,1,False,False
100000000978041100,terminal,0.72,1,0.3629,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 44,445 KZT от 1 плательщиков и удержал их.",1,0,44445.0,0.0,1,0,0.00029621539589843075,0.0,0.0,1,False,False,False,,1,False,False
100000002603769100,terminal,0.76,0,0.6067,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 1,185,368 KZT от 3 плательщиков и удержал их.",3,0,1185368.0,0.0,3,0,0.0005438818121874442,0.0,0.0,1,False,False,False,,1,False,False
100000005034574100,terminal,0.72,59,0.5422,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 258,816 KZT от 1 плательщиков и удержал их.",1,0,258816.0,0.0,16,0,0.0004269617292591738,0.0,0.0,1,False,False,False,,1,False,False
100000002958286100,terminal,0.72,9,0.4854,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 257,000 KZT от 1 плательщиков и удержал их.",1,0,257000.0,0.0,1,0,0.0003145667401300694,0.0,0.0,1,False,False,False,,1,False,False
100000005634552100,peripheral,0.5,0,0.4284,"Низкая активность в выборке: 1 вход. / 3 исход., 1,221,850 KZT суммарно, pass_through=46.27 — выраженных признаков роли не выявлено.",1,3,25850.0,1196000.0,1,4,0.000289640604814225,2.967699338701863e-05,46.2669245647969,1,False,False,False,,1,False,False
100000008736760100,terminal,0.72,1,0.3862,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 54,757 KZT от 1 плательщиков и удержал их.",1,0,54757.0,0.0,1,0,0.00029838859455615584,0.0,0.0,1,False,False,False,,1,False,False
100000008701944100,terminal,0.72,52,0.4778,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 52,124 KZT от 1 плательщиков и удержал их.",1,0,52124.0,0.0,1,0,0.00041332200261128005,0.0,0.0,1,False,False,False,,1,False,False
100000008748408100,distributor,0.52,10,0.7706,"Рассылает 21 получателям (1,499,960 KZT), получая лишь от 1 плательщиков — веерное распределение средств вниз по цепочке.",1,21,360000.0,1499960.0,2,22,0.000335541094644147,7.255495836554639e-06,4.166555555555555,1,False,False,False,0.0,1,True,False
100000008486520100,peripheral,0.4,4,0.3277,"Низкая активность в выборке: 1 вход. / 1 исход., 49,720 KZT суммарно, pass_through=0.39 — выраженных признаков роли не выявлено.",1,1,35720.0,14000.0,2,1,0.0002907065473036944,1.9549530448494444e-05,0.3919372900335946,1,False,False,False,,1,False,False
100000003163256100,transit,0.68,4,0.3826,"Пропускает средства не удерживая: получил 13,485 KZT, отдал 15,000 KZT (1.11x) от 1 плательщиков 1 получателям.",1,1,13485.0,15000.0,1,1,0.0002883052067511764,1.9549530448494444e-05,1.1123470522803114,1,False,False,False,,1,False,False
100000003102157100,terminal,0.72,0,0.4308,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 96,746 KZT от 1 плательщиков и удержал их.",1,0,96746.0,0.0,2,0,0.0003050765904574425,0.0,0.0,1,False,False,False,,1,False,False
100000004741837100,terminal,0.72,4,0.2882,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 25,596 KZT от 1 плательщиков и удержал их.",1,0,25596.0,0.0,1,0,0.0002896131732648506,0.0,0.0,1,False,False,False,,1,False,False
100000008443341100,peripheral,0.5,0,0.5638,"Низкая активность в выборке: 2 вход. / 3 исход., 84,500 KZT суммарно, pass_through=1.45 — выраженных признаков роли не выявлено.",2,3,34500.0,50000.0,2,4,0.000671792314388838,0.0003662682646506782,1.4492753623188406,1,False,False,True,2.5,1,False,False
100000004792397100,terminal,0.72,1,0.4108,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 73,520 KZT от 1 плательщиков и удержал их.",1,0,73520.0,0.0,1,0,0.0003023427961091907,0.0,0.0,1,False,False,False,,1,False,False
100000003809101100,peripheral,0.5,11,0.5348,"Низкая активность в выборке: 2 вход. / 2 исход., 221,250 KZT суммарно, pass_through=0.33 — выраженных признаков роли не выявлено.",2,2,166050.0,55200.0,3,4,0.00036356101123662506,0.00013562402772996764,0.3324299909665763,1,False,False,True,1.0,1,True,False
100000002838861100,peripheral,0.5,9,0.6325,"Низкая активность в выборке: 5 вход. / 1 исход., 564,524 KZT суммарно, pass_through=0.02 — выраженных признаков роли не выявлено.",5,1,554523.95,10000.0,5,1,0.0021445334798070167,1.975107199950985e-05,0.018033486200190272,1,False,False,True,8.5,2,False,False
100000008560717100,peripheral,0.5,3,0.5263,"Низкая активность в выборке: 7 вход. / 1 исход., 554,000 KZT суммарно, pass_through=0.05 — выраженных признаков роли не выявлено.",7,1,529000.0,25000.0,9,1,0.0003322955354998574,1.9549530448494444e-05,0.04725897920604915,1,False,False,False,19.0,2,False,False
100000008693069100,terminal,0.72,1,0.2917,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 20,000 KZT от 1 плательщиков и удержал их.",1,0,20000.0,0.0,1,0,0.00029106374333946164,0.0,0.0,1,False,False,False,,1,False,False
100000008672162100,terminal,0.72,1,0.2708,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 15,550 KZT от 1 плательщиков и удержал их.",1,0,15550.0,0.0,1,0,0.00029012592972164973,0.0,0.0,1,False,False,False,,1,False,False
100000007311010100,peripheral,0.45,7,0.4388,"Низкая активность в выборке: 2 вход. / 1 исход., 84,480 KZT суммарно, pass_through=0.31 — выраженных признаков роли не выявлено.",2,1,64480.0,20000.0,2,1,0.000310735293731328,2.43865276728642e-05,0.31017369727047145,1,False,False,False,,1,False,False
100000005505655100,peripheral,0.45,26,0.4572,"Низкая активность в выборке: 2 вход. / 1 исход., 53,070 KZT суммарно, pass_through=0.60 — выраженных признаков роли не выявлено.",2,1,33070.0,20000.0,2,1,0.0003229334635277663,0.0002736934262789222,0.6047777441790142,1,False,False,True,1.5,1,True,False
100000004707703100,transit,0.84,4,0.7246,"Пропускает средства не удерживая: получил 239,300 KZT, отдал 231,650 KZT (0.97x) от 2 плательщиков 5 получателям, медианная задержка 0 дн..",2,5,239300.0,231650.0,3,6,0.0006383417067098009,0.00010893973006882227,0.9680317592979524,1,False,False,False,0.0,1,True,False
100000004005964100,peripheral,0.5,25,0.5104,"Низкая активность в выборке: 3 вход. / 3 исход., 169,900 KZT суммарно, pass_through=0.74 — выраженных признаков роли не выявлено.",3,3,97900.0,72000.0,9,5,0.00040628580390527854,5.038538775385166e-07,0.7354443309499489,1,False,False,True,0.5,1,True,False
100000008244300100,terminal,0.8,3,0.4986,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 65,430 KZT от 5 плательщиков и удержал их.",5,0,65430.0,0.0,6,0,0.0004814540293765088,0.0,0.0,1,False,False,False,,1,False,False
100000002692044100,terminal,0.72,17,0.4252,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 97,000 KZT от 1 плательщиков и удержал их.",1,0,97000.0,0.0,1,0,0.00030301519827117396,0.0,0.0,1,False,False,False,,1,False,False
100000001103905100,terminal,0.72,1,0.2831,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 18,000 KZT от 1 плательщиков и удержал их.",1,0,18000.0,0.0,1,0,0.00029064225407302935,0.0,0.0,1,False,False,False,,1,False,False
100000008755361100,terminal,0.72,1,0.2636,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 14,627 KZT от 1 плательщиков и удержал их.",1,0,14627.0,0.0,1,0,0.0002899314124251912,0.0,0.0,1,False,False,False,,1,False,False
100000002810870100,terminal,0.72,1,0.3391,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 33,677 KZT от 1 плательщиков и удержал их.",1,0,33677.0,0.0,1,0,0.00029394609768795913,0.0,0.0,1,False,False,False,,1,False,False
100000005897462100,terminal,0.72,11,0.4215,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 98,400 KZT от 1 плательщиков и удержал их.",1,0,98400.0,0.0,1,0,0.0003018442668310859,0.0,0.0,1,False,False,False,,1,False,False
100000000941942100,terminal,0.72,7,0.4564,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 130,000 KZT от 1 плательщиков и удержал их.",1,0,130000.0,0.0,1,0,0.0003129830149028666,0.0,0.0,1,False,False,False,,1,False,False
100000008723830100,transit,0.88,4,0.651,"Пропускает средства не удерживая: получил 459,785 KZT, отдал 455,000 KZT (0.99x) от 2 плательщиков 1 получателям, медианная задержка 1 дн..",2,1,459785.0,455000.0,2,1,0.0003417527073129891,1.9952613550525257e-05,0.9895929619278576,1,False,False,False,1.0,1,True,False
100000008776576100,terminal,0.72,1,0.2646,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 14,765 KZT от 1 плательщиков и удержал их.",1,0,14765.0,0.0,1,0,0.000289960495184575,0.0,0.0,1,False,False,False,,1,False,False
100000005432267100,terminal,0.74,7,0.523,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 350,001 KZT от 2 плательщиков и удержал их.",2,0,350001.0,0.0,2,0,0.0003438402969096735,0.0,0.0,1,False,False,False,,2,False,False
100000006745291100,terminal,0.72,11,0.4032,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 82,534 KZT от 1 плательщиков и удержал их.",1,0,82534.0,0.0,1,0,0.00029942640836837995,0.0,0.0,1,False,False,False,,1,False,False
100000008670667100,terminal,0.72,1,0.2702,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 15,534 KZT от 1 плательщиков и удержал их.",1,0,15534.0,0.0,1,0,0.00029012255780751825,0.0,0.0,1,False,False,False,,1,False,False
100000002480800100,terminal,0.74,7,0.61,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 569,251 KZT от 2 плательщиков и удержал их.",2,0,569251.0,0.0,2,0,0.000643827768895838,0.0,0.0,1,False,False,False,,2,False,False
100000002182176100,terminal,0.72,0,0.354,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 42,465 KZT от 1 плательщиков и удержал их.",1,0,42465.0,0.0,1,0,0.00029484960491671467,0.0,0.0,1,False,False,False,,1,False,False
100000008219168100,terminal,0.72,9,0.3274,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 53,200 KZT от 1 плательщиков и удержал их.",1,0,53200.0,0.0,2,0,0.00028991247826990705,0.0,0.0,1,False,False,False,,1,False,False
100000004226848100,terminal,0.72,7,0.5213,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 301,866 KZT от 1 плательщиков и удержал их.",1,0,301866.0,0.0,1,0,0.00034753358620411847,0.0,0.0,1,False,False,False,,1,False,False
100000006326645100,terminal,0.72,1,0.3128,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 25,264 KZT от 1 плательщиков и удержал их.",1,0,25264.0,0.0,1,0,0.0002921731030887115,0.0,0.0,1,False,False,False,,1,False,False
100000003589877100,peripheral,0.5,5,0.5135,"Низкая активность в выборке: 2 вход. / 6 исход., 592,129 KZT суммарно, pass_through=2.36 — выраженных признаков роли не выявлено.",2,6,176000.0,416129.0,2,6,0.0003083459858879622,9.709264220167214e-05,2.364369318181818,1,False,False,False,0.0,1,True,False
100000003942602100,transit,0.9,1,0.3966,"Пропускает средства не удерживая: получил 30,000 KZT, отдал 30,000 KZT (1.00x) от 1 плательщиков 1 получателям, медианная задержка 0 дн..",1,1,30000.0,30000.0,1,1,0.00029317118967162324,0.0,1.0,1,False,False,True,0.0,1,True,False
100000000922570100,transit,0.78,17,0.4816,"Пропускает средства не удерживая: получил 47,101 KZT, отдал 50,000 KZT (1.06x) от 1 плательщиков 1 получателям.",1,1,47101.0,50000.0,1,1,0.00029469886240834323,2.0154155101540663e-07,1.0615485870788306,1,False,False,False,,1,False,False
100000005079754100,peripheral,0.45,7,0.4576,"Низкая активность в выборке: 1 вход. / 2 исход., 192,000 KZT суммарно, pass_through=1.74 — выраженных признаков роли не выявлено.",1,2,70000.0,122000.0,1,2,0.0003009210929516074,9.673994448739518e-05,1.7428571428571429,1,False,False,False,1.0,1,True,False
100000003187359100,terminal,0.72,1,0.2867,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 19,072 KZT от 1 плательщиков и удержал их.",1,0,19072.0,0.0,1,0,0.000290868172319837,0.0,0.0,1,False,False,False,,1,False,False
100000000998559100,terminal,0.72,7,0.4357,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 100,000 KZT от 1 плательщиков и удержал их.",1,0,100000.0,0.0,1,0,0.000306952053927237,0.0,0.0,1,False,False,False,,1,False,False
100000008690932100,terminal,0.72,1,0.3025,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 23,000 KZT от 1 плательщиков и удержал их.",1,0,23000.0,0.0,1,0,0.00029169597723911013,0.0,0.0,1,False,False,False,,1,False,False
100000008773876100,terminal,0.72,1,0.3152,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 26,120 KZT от 1 плательщиков и удержал их.",1,0,26120.0,0.0,1,0,0.0002923535004947446,0.0,0.0,1,False,False,False,,1,False,False
100000006789108100,terminal,0.72,11,0.3348,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 37,500 KZT от 1 плательщиков и удержал их.",1,0,37500.0,0.0,1,0,0.0002925635671979842,0.0,0.0,1,False,False,False,,1,False,False
100000004058740100,terminal,0.72,1,0.3284,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 30,000 KZT от 1 плательщиков и удержал их.",1,0,30000.0,0.0,1,0,0.00029317118967162324,0.0,0.0,1,False,False,False,,1,False,False
100000007641801100,terminal,0.72,9,0.4364,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 200,000 KZT от 1 плательщиков и удержал их.",1,0,200000.0,0.0,1,0,0.0002983662476479529,0.0,0.0,1,False,False,False,,1,False,False
100000000555721100,terminal,0.74,0,0.4462,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 113,000 KZT от 2 плательщиков и удержал их.",2,0,113000.0,0.0,3,0,0.0003094618711002596,0.0,0.0,1,False,False,False,,2,False,False
100000008729801100,terminal,0.72,1,0.28,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 17,534 KZT от 1 плательщиков и удержал их.",1,0,17534.0,0.0,1,0,0.0002905440470739506,0.0,0.0,1,False,False,False,,1,False,False
100000004664905100,terminal,0.74,4,0.5476,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 329,020 KZT от 2 плательщиков и удержал их.",2,0,329020.0,0.0,4,0,0.00041365015812107607,0.0,0.0,1,False,False,False,,1,False,False
100000003057225100,terminal,0.72,4,0.4777,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 236,000 KZT от 1 плательщиков и удержал их.",1,0,236000.0,0.0,1,0,0.00031233643198362744,0.0,0.0,1,False,False,False,,1,False,False
100000000703902100,terminal,0.72,1,0.3138,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 25,499 KZT от 1 плательщиков и удержал их.",1,0,25499.0,0.0,1,0,0.0002922226280775173,0.0,0.0,1,False,False,False,,1,False,False
100000008720798100,terminal,0.72,1,0.2702,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 15,534 KZT от 1 плательщиков и удержал их.",1,0,15534.0,0.0,1,0,0.00029012255780751825,0.0,0.0,1,False,False,False,,1,False,False
100000001411870100,terminal,0.74,10,0.5841,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 900,000 KZT от 2 плательщиков и удержал их.",2,0,900000.0,0.0,4,0,0.0004801372969925954,0.0,0.0,1,False,False,False,,1,False,False
100000008556318100,terminal,0.74,7,0.5636,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 180,132 KZT от 2 плательщиков и удержал их.",2,0,180132.0,0.0,2,0,0.0005629471177705023,0.0,0.0,1,False,False,False,,1,False,False
100000002720627100,terminal,0.72,11,0.4807,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 199,300 KZT от 1 плательщиков и удержал их.",1,0,199300.0,0.0,1,0,0.00031722066408855645,0.0,0.0,1,False,False,False,,1,False,False
100000003022835100,terminal,0.72,7,0.4536,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 125,000 KZT от 1 плательщиков и удержал их.",1,0,125000.0,0.0,1,0,0.0003119778547402617,0.0,0.0,1,False,False,False,,1,False,False
100000008304115100,terminal,0.72,17,0.3683,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 51,000 KZT от 1 плательщиков и удержал их.",1,0,51000.0,0.0,1,0,0.00029534868291635294,0.0,0.0,1,False,False,False,,1,False,False
100000003886323100,peripheral,0.45,4,0.5597,"Низкая активность в выборке: 2 вход. / 1 исход., 85,818 KZT суммарно, pass_through=0.10 — выраженных признаков роли не выявлено.",2,1,78168.0,7650.0,6,1,0.0018299553035193094,1.9549530448494444e-05,0.09786613447958244,1,False,False,True,9.0,1,False,False
100000000607731100,peripheral,0.4,29,0.437,"Низкая активность в выборке: 1 вход. / 1 исход., 86,666 KZT суммарно, pass_through=3.33 — выраженных признаков роли не выявлено.",1,1,20000.0,66666.0,1,1,0.0003189386946552999,6.046246530462199e-07,3.3333,1,False,False,False,,1,False,False
100000005961971100,terminal,0.72,1,0.3699,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 47,353 KZT от 1 плательщиков и удержал их.",1,0,47353.0,0.0,1,0,0.00029682824129182334,0.0,0.0,1,False,False,False,,1,False,False
100000000440392100,terminal,0.72,4,0.4123,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 105,705 KZT от 1 плательщиков и удержал их.",1,0,105705.0,0.0,4,0,0.0002982648031421461,0.0,0.0,1,False,False,False,,1,False,False
100000004105288100,terminal,0.74,7,0.5418,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 215,000 KZT от 2 плательщиков и удержал их.",2,0,215000.0,0.0,2,0,0.00046507021594303433,0.0,0.0,1,False,False,False,,1,False,False
100000008169544100,peripheral,0.5,4,0.4596,"Низкая активность в выборке: 1 вход. / 4 исход., 179,904 KZT суммарно, pass_through=0.31 — выраженных признаков роли не выявлено.",1,4,137104.0,42800.0,2,7,0.0003016558394366599,0.00012033348704726003,0.31217178200490137,1,False,False,True,1.0,1,True,False
100000004186824100,peripheral,0.45,4,0.5404,"Низкая активность в выборке: 2 вход. / 1 исход., 458,700 KZT суммарно, pass_through=0.02 — выраженных признаков роли не выявлено.",2,1,451700.0,7000.0,7,1,0.00038362670399067405,2.2169570611694728e-06,0.015497011290679655,1,False,False,False,10.0,1,False,False
100000008672200100,terminal,0.72,1,0.2364,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 8,511 KZT от 1 плательщиков и удержал их.",1,0,8511.0,0.0,1,0,0.00028864249824844113,0.0,0.0,1,False,False,False,,1,False,False
100000002188829100,terminal,0.72,7,0.5395,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 400,000 KZT от 1 плательщиков и удержал их.",1,0,400000.0,0.0,1,0,0.000367261663683533,0.0,0.0,1,False,False,False,,1,False,False
100000008717341100,terminal,0.72,1,0.2636,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 14,627 KZT от 1 плательщиков и удержал их.",1,0,14627.0,0.0,1,0,0.0002899314124251912,0.0,0.0,1,False,False,False,,1,False,False
100000002214301100,peripheral,0.4,0,0.3229,"Низкая активность в выборке: 1 вход. / 1 исход., 29,438 KZT суммарно, pass_through=0.37 — выраженных признаков роли не выявлено.",1,1,21438.0,8000.0,1,1,0.0002908879456811648,9.774765224247222e-05,0.373169138912212,1,False,False,False,19.0,1,False,False
100000002565277100,terminal,0.72,7,0.551,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 483,319 KZT от 1 плательщиков и удержал их.",1,0,483319.0,0.0,1,0,0.000384011451601149,0.0,0.0,1,False,False,False,,1,False,False
100000005546031100,peripheral,0.5,44,0.5277,"Низкая активность в выборке: 3 вход. / 1 исход., 74,800 KZT суммарно, pass_through=0.12 — выраженных признаков роли не выявлено.",3,1,66800.0,8000.0,6,1,0.0007155990213297739,6.046246530462199e-07,0.11976047904191617,1,False,False,True,2.0,2,True,False
100000003449074100,terminal,0.72,0,0.2411,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 10,000 KZT от 1 плательщиков и удержал их.",1,0,10000.0,0.0,1,0,0.00028873293268186776,0.0,0.0,1,False,False,False,,1,False,False
100000008748914100,distributor,0.36,7,0.8891,"Рассылает 13 получателям (4,471,847 KZT), получая лишь от 2 плательщиков — веерное распределение средств вниз по цепочке.",2,13,180000.0,4471847.0,9,21,0.0007942533093309326,0.0006515838344328097,24.843594444444445,1,False,False,True,1.0,1,True,False
100000004744306100,peripheral,0.45,21,0.5392,"Низкая активность в выборке: 1 вход. / 2 исход., 161,000 KZT суммарно, pass_through=1.33 — выраженных признаков роли не выявлено.",1,2,69000.0,92000.0,1,3,0.0004627875910079735,3.9905227101050515e-05,1.3333333333333333,1,False,False,False,3.0,1,False,False
100000003158727100,terminal,0.76,9,0.4985,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 367,940 KZT от 3 плательщиков и удержал их.",3,0,367940.0,0.0,3,0,0.0003155311171243542,0.0,0.0,1,False,False,False,,2,False,False
100000001389255100,terminal,0.72,1,0.2744,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 16,136 KZT от 1 плательщиков и удержал их.",1,0,16136.0,0.0,1,0,0.00029024942607671435,0.0,0.0,1,False,False,False,,1,False,False
100000008695495100,terminal,0.72,1,0.2966,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 21,000 KZT от 1 плательщиков и удержал их.",1,0,21000.0,0.0,1,0,0.00029127448797267784,0.0,0.0,1,False,False,False,,1,False,False
100000004015047100,consolidator,0.39,10,0.9096,"Получает от 9 разных плательщиков (919,104 KZT), уходит дальше 8% — точка накопления средств.",9,1,919104.0,69195.0,18,7,0.0022863430313044366,2.3278049142279465e-05,0.07528527783580531,1,False,False,True,2.5,2,False,False
100000005183943100,terminal,0.72,43,0.6108,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 680,900 KZT от 1 плательщиков и удержал их.",1,0,680900.0,0.0,9,0,0.0006133735199490174,0.0,0.0,1,False,False,False,,1,False,False
100000003004487100,peripheral,0.5,30,0.5537,"Низкая активность в выборке: 4 вход. / 2 исход., 448,718 KZT суммарно, pass_through=1.44 — выраженных признаков роли не выявлено.",4,2,183702.8,265015.0,9,3,0.00035240525203726765,0.00019609992913799065,1.4426290726107605,1,False,False,True,13.0,2,False,False
100000003042994100,terminal,0.72,4,0.4941,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 286,086 KZT от 1 плательщиков и удержал их.",1,0,286086.0,0.0,3,0,0.0003177456311252248,0.0,0.0,1,False,False,False,,1,False,False
100000001899164100,peripheral,0.5,2,0.6287,"Низкая активность в выборке: 4 вход. / 3 исход., 368,175 KZT суммарно, pass_through=0.26 — выраженных признаков роли не выявлено.",4,3,291675.0,76500.0,5,3,0.001181155112298038,0.00012878505109884485,0.2622782206222679,1,False,False,True,8.0,2,False,False
100000003946524100,transit,0.74,7,0.6248,"Пропускает средства не удерживая: получил 133,757 KZT, отдал 144,750 KZT (1.08x) от 2 плательщиков 2 получателям, медианная задержка 6 дн..",2,2,133757.0,144750.0,2,2,0.0003275053717421067,0.0001215295552622902,1.0821863528637754,1,False,False,True,6.0,1,False,False
100000008717340100,terminal,0.72,1,0.3573,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 41,500 KZT от 1 плательщиков и удержал их.",1,0,41500.0,0.0,1,0,0.0002955947529536092,0.0,0.0,1,False,False,False,,1,False,False
100000003831324100,terminal,0.74,9,0.4945,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 300,000 KZT от 2 плательщиков и удержал их.",2,0,300000.0,0.0,2,0,0.0003166000006754677,0.0,0.0,1,False,False,False,,1,False,False
100000008129393100,terminal,0.72,46,0.3472,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 10,000 KZT от 1 плательщиков и удержал их.",1,0,10000.0,0.0,1,0,0.0003130892608777682,0.0,0.0,1,False,False,False,,1,False,False
100000004388209100,terminal,0.72,1,0.2508,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 11,800 KZT от 1 плательщиков и удержал их.",1,0,11800.0,0.0,1,0,0.00028933563734708905,0.0,0.0,1,False,False,False,,1,False,False
100000000706545100,peripheral,0.5,4,0.6475,"Низкая активность в выборке: 3 вход. / 1 исход., 1,146,100 KZT суммарно, pass_through=0.07 — выраженных признаков роли не выявлено.",3,1,1070300.0,75800.0,8,3,0.003277557229983339,1.9952613550525257e-05,0.07082126506586939,1,False,False,True,11.0,1,False,False
100000004497606100,terminal,0.72,1,0.2702,"Нет исходящих переводов на 1-м колене (обход не был искусственно прерван, глубина < 4) — получил 15,534 KZT от 1 плательщиков и удержал их.",1,0,15534.0,0.0,1,0,0.00029012255780751825,0.0,0.0,1,False,False,False,,1,False,False
